DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2007-0469-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",Monsoonal rain,,No,No,No,,90280.0,Km2,15.71,79.88,"Tungabhadra, Pennar, Hundri, Kundu",2007,9.0,16.0,2007,10.0,7.0,94.0,,20000.0,,20000.0,,,,,,,68.0476738315874,"[{""adm2_code"":17548,""adm2_name"":""Anantapur""},{""adm2_code"":17550,""adm2_name"":""Cuddapah""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17557,""adm2_name"":""Kurnool""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17568,""adm2_name"":""Warangal""},{""adm2_code"":70163,""adm2_name"":""Gadag""}]",2007-12-15,2023-09-25
2007-0524-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Tamil Nadu province",Heavy rain,,No,No,No,,76740.0,Km2,12.73,79.7,"Mamidikalva and other canals at Naidupet, Pannaiyar, Vellar, Gedilam, Paravanarul, Kollidam, Old Kollidam and the Manimautharu",2007,10.0,27.0,2007,11.0,1.0,29.0,,50000.0,,50000.0,,,,,,,68.0476738315874,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""}]",2007-11-26,2023-09-25
2007-0556-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2007-000208,Cyclone 'Sidr',IND,India,Southern Asia,Asia,"West Bengal, Orissa provinces",,,No,No,No,,,Kph,,,,2007,11.0,15.0,2007,11.0,15.0,,,,,,,,,,,,68.0476738315874,"[{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""}]",2008-08-01,2023-09-25
2007-0596-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",Monsoonal rain,,No,No,No,,15360.0,Km2,20.45,86.2,"Bansadhara, Subamarekha, Jalaka, Kharasrota, Brahmani",2007,8.0,3.0,2007,8.0,27.0,15.0,,500000.0,,500000.0,,,,,,,68.0476738315874,"[{""adm2_code"":17809,""adm2_name"":""Cuttack""},{""adm2_code"":17818,""adm2_name"":""Puri""},{""adm2_code"":70214,""adm2_name"":""Jagatsinghpur""},{""adm2_code"":70215,""adm2_name"":""Jajpur""},{""adm2_code"":70219,""adm2_name"":""Khordha""}]",2007-12-14,2023-09-25
2007-0602-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",Monsoonal rain,,No,No,No,,103600.0,Km2,27.58,95.26,,2007,7.0,12.0,2007,10.0,10.0,96.0,,11100000.0,,11100000.0,,,,,,,68.0476738315874,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1500,""adm1_name"":""Manipur""},{""adm1_code"":1501,""adm1_name"":""Meghalaya""},{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""}]",2007-12-18,2023-09-25
2007-0603-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Kerala province,Monsoonal rain,,No,No,No,,21120.0,Km2,10.39,76.31,,2007,7.0,16.0,2007,7.0,20.0,44.0,,35000.0,,35000.0,,,,,101151.0,148647.0,68.0476738315874,"[{""adm1_code"":1495,""adm1_name"":""Kerala""}]",2007-12-18,2023-09-25
2007-0674-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Jammu and Kashmir, Gujarat provinces",,,No,No,No,,1.9,°C,,,,2007,12.0,,2008,1.0,,47.0,,,,,,,,,,,68.0476738315874,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2009-03-19,2023-09-25
2007-0683-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Rajasthan, Uttar Pradesh, Madhya Pradesh, Jammu and Kashmir provinces",Heavy rains,Rain,No,No,No,,,Km2,,,,2007,2.0,11.0,2007,2.0,16.0,40.0,8.0,,,8.0,,,,,,,68.0476738315874,"[{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2008-03-28,2023-09-25
2007-0687-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,Jammu and Kashmir province,,Rain|Snow/ice,No,No,No,,,°C,,,,2007,3.0,11.0,2007,3.0,14.0,66.0,25.0,,,25.0,,,,,,,68.0476738315874,"[{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",2008-03-12,2023-09-25
2008-0062-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2008-000007,,IND,India,Southern Asia,Asia,Administrative unit not available districts (Jammu and Kashmir province),Heavy snow fall,,No,No,No,,,,,,,2008,2.0,8.0,2008,2.0,8.0,37.0,,,,,,,,,,,70.6600890345053,"[{""adm2_code"":72802,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72789,""adm2_name"":""Administrative unit not available""}]",2008-07-31,2023-09-25
2008-0130-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Tamil Nadu, Karnataka provinces",Heavy rain,,No,No,No,,144300.0,Km2,10.76,78.72,Bennihalla,2008,3.0,20.0,2008,3.0,28.0,37.0,,10278.0,,10278.0,,,,,2000.0,2830.0,70.6600890345053,"[{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""}]",2008-04-07,2023-09-25
2008-0246-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2008-000089,,IND,India,Southern Asia,Asia,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,1948.0,350600.0,Km2,25.18,91.54,Kelegai river,2008,6.0,11.0,2008,7.0,21.0,1063.0,,7900000.0,,7900000.0,,,,,123000.0,174073.0,70.6600890345053,"[{""adm1_code"":1490,""adm1_name"":""Goa""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""}]",2009-03-18,2023-09-25
2008-0285-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",,,No,No,No,,,Km2,,,,2008,7.0,5.0,2008,7.0,14.0,,,50000.0,,50000.0,,,,,,,70.6600890345053,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1490,""adm1_name"":""Goa""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",2009-01-12,2023-09-25
2008-0415-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",Heavy monsoonal rain,,No,No,No,,75490.0,Km2,16.65,81.38,Munneru,2008,9.0,5.0,2008,9.0,11.0,74.0,,,,,,,,,,,70.6600890345053,"[{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17569,""adm2_name"":""West Godavari""}]",2008-09-16,2023-09-25
2008-0423-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2008,9.0,14.0,2008,9.0,21.0,173.0,,,2400000.0,2400000.0,,,,,,,70.6600890345053,"[{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2008-09-24,2023-09-25
2008-0486-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2008-000145,,IND,India,Southern Asia,Asia,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province","River Kosi in Nepal discharged huge levels of water, monsoonal rains",Broken Dam/Burst bank,No,No,Yes,,80590.0,Km2,22.044,94.55,Brahmaputra river,2008,8.0,30.0,2008,9.0,8.0,47.0,,2600000.0,,2600000.0,,,,,20000.0,28305.0,70.6600890345053,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm2_code"":17595,""adm2_name"":""Begusarai""},{""adm2_code"":17596,""adm2_name"":""Bhagalpur""},{""adm2_code"":17608,""adm2_name"":""Katihar""},{""adm2_code"":17609,""adm2_name"":""Khagaria""},{""adm2_code"":17612,""adm2_name"":""Madhepura""},{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17615,""adm2_name"":""Nalanda""},{""adm2_code"":17618,""adm2_name"":""Pashchim Champaran""},{""adm2_code"":17619,""adm2_name"":""Patna""},{""adm2_code"":17621,""adm2_name"":""Purnia""},{""adm2_code"":17624,""adm2_name"":""Saharsa""},{""adm2_code"":17628,""adm2_name"":""Saran""},{""adm2_code"":17632,""adm2_name"":""Vaishali""},{""adm2_code"":70094,""adm2_name"":""Araria""},{""adm2_code"":70102,""adm2_name"":""Sheikhpura""},{""adm2_code"":70104,""adm2_name"":""Supaul""}]",2009-01-12,2023-09-25
2008-0560-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:TC-2008-000237,,IND,India,Southern Asia,Asia,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",Tropical cyclone Nisha,,No,No,No,,,Km2,,,,2008,11.0,27.0,2008,12.0,4.0,54.0,,803740.0,,803740.0,,,,,,,70.6600890345053,"[{""adm2_code"":17866,""adm2_name"":""Thoothukudi""},{""adm2_code"":17870,""adm2_name"":""Kanniyakumari""},{""adm2_code"":17876,""adm2_name"":""Pudukkottai""},{""adm2_code"":17878,""adm2_name"":""Ramanathapuram""},{""adm2_code"":17884,""adm2_name"":""Tirunelveli Kattabo""},{""adm2_code"":70242,""adm2_name"":""Chennai""},{""adm2_code"":70243,""adm2_name"":""Cuddalore""},{""adm2_code"":70247,""adm2_name"":""Nagapattinam""},{""adm2_code"":70251,""adm2_name"":""Thiruvallur""},{""adm2_code"":70255,""adm2_name"":""Villupuram""},{""adm2_code"":70226,""adm2_name"":""Karaikal""},{""adm2_code"":70228,""adm2_name"":""Puducherry""}]",2009-01-12,2023-09-25
2008-0615-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",Monsoonal rain,,No,No,No,,283800.0,Km2,27.5,89.79,,2008,7.0,20.0,2008,8.0,8.0,142.0,,225000.0,,225000.0,,,,,,,70.6600890345053,"[{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""}]",2009-01-12,2023-09-25
2008-0616-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, Haryana, Punjab, Himachal Pradesh, Uttarakhand, Jammu and Kashmir provinces",,,No,No,No,,4.0,°C,,,,2008,12.0,,2009,1.0,,70.0,,,,,,,,,,,70.6600890345053,"[{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",2010-03-07,2023-09-25
2008-0646-IND,No,nat-met-sto-san,Natural,Meteorological,Storm,Sand/Dust storm,,,IND,India,Southern Asia,Asia,Uttar Pradesh province,,Flood,No,No,No,,110.0,Kph,,,,2008,5.0,14.0,2008,5.0,14.0,111.0,50.0,,,50.0,,,,,25000.0,35381.0,70.6600890345053,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2009-03-25,2023-09-25
2009-0130-IND,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,IND,India,Southern Asia,Asia,Kendrapara district (Orissa province),,Hail,No,No,No,,,Kph,,,,2009,3.0,31.0,2009,3.0,31.0,15.0,50.0,5000.0,4000.0,9050.0,,,,,,,70.4088617569341,"[{""adm2_code"":70218,""adm2_name"":""Kendrapara""}]",2010-03-05,2023-09-25
2009-0175-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Orissa, West Bengal, Bihar, Uttar Pradesh, Jharkhand, Andhra Pradesh provinces",,,No,No,No,,48.0,°C,,,,2009,4.0,14.0,2009,6.0,26.0,120.0,25.0,,,25.0,,,,,,,70.4088617569341,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2010-03-07,2023-09-25
2009-0204-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2009-000105,"Cyclone ""Aila""",IND,India,Southern Asia,Asia,"Sagar, Namkhana, Kakdwip, Pathar Pratima, Canning, Basanti, Mathurapur, Kultali villages (South 24 Parganas district, West Bengal province), Kolkata, North 24 Parganas, Haora, Hugli, Darjiling districts (West Bengal province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,110.0,Kph,,,,2009,5.0,25.0,2009,5.0,25.0,96.0,,5100000.0,,5100000.0,,,,,,,70.4088617569341,"[{""adm2_code"":17948,""adm2_name"":""Darjiling""},{""adm2_code"":17949,""adm2_name"":""Haora""},{""adm2_code"":17950,""adm2_name"":""Hugli""},{""adm2_code"":70292,""adm2_name"":""Kolkata""},{""adm2_code"":70293,""adm2_name"":""North 24 Parganas""},{""adm2_code"":70294,""adm2_name"":""South 24 Parganas""}]",2010-01-06,2023-09-25
2009-0240-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Bihar, Jharkhand provinces",,,No,No,No,,,Kph,,,,2009,6.0,28.0,2009,6.0,29.0,35.0,12.0,,,12.0,,,,,,,70.4088617569341,"[{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""}]",2010-03-08,2023-09-25
2009-0303-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,Delhi province,Torrential rain,,No,No,No,,,Km2,,,,2009,7.0,29.0,2009,7.0,29.0,11.0,,,,,,,,,,,70.4088617569341,"[{""adm1_code"":1489,""adm1_name"":""Delhi""}]",2009-08-13,2023-09-25
2009-0315-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Pithoragarh district (Uttarakhand province),Torrential rain,,No,No,No,,,,,,,2009,8.0,8.0,2009,8.0,8.0,45.0,,,,,,,,,,,70.4088617569341,"[{""adm2_code"":17932,""adm2_name"":""Pithoragarh""}]",2010-03-05,2023-09-25
2009-0383-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Lal, Bahadur, Shastri, Nagar slums (Mumbai Suburban district, Maharashtra province)",,,No,No,No,,,,,,,2009,9.0,3.0,2009,9.0,3.0,10.0,,,,,,,,,,,70.4088617569341,"[{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""}]",2009-10-01,2023-09-25
2009-0403-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese Encephalitis and Acute Encephalitis Syndrome,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Vaccinated,,,,2009,1.0,,2009,10.0,,311.0,,1521.0,,1521.0,,,,,,,70.4088617569341,,2010-01-06,2023-09-25
2009-0409-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000194,,IND,India,Southern Asia,Asia,"Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",Monsoon rain,,No,No,No,,,Km2,,,,2009,7.0,,2009,9.0,,992.0,,1886000.0,,1886000.0,,,,,220000.0,312461.0,70.4088617569341,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""}]",2010-03-05,2023-09-25
2009-0429-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000217,,IND,India,Southern Asia,Asia,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",Torrential rains,,Yes,No,No,728.0,309700.0,Km2,15.71,78.23,Tungabhadra and Krishna rivers,2009,9.0,25.0,2009,10.0,12.0,355.0,,4100000.0,,4100000.0,,,51000.0,72434.0,2150000.0,3053593.0,70.4088617569341,"[{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm2_code"":17548,""adm2_name"":""Anantapur""},{""adm2_code"":17550,""adm2_name"":""Cuddapah""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17557,""adm2_name"":""Kurnool""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17679,""adm2_name"":""Belgaum""},{""adm2_code"":17680,""adm2_name"":""Bellary""},{""adm2_code"":17681,""adm2_name"":""Bidar""},{""adm2_code"":17682,""adm2_name"":""Bijapur""},{""adm2_code"":17685,""adm2_name"":""Dakshin Kannad""},{""adm2_code"":17686,""adm2_name"":""Dharwad""},{""adm2_code"":17687,""adm2_name"":""Gulbarga""},{""adm2_code"":17693,""adm2_name"":""Raichur""},{""adm2_code"":17696,""adm2_name"":""Uttar Kannand""},{""adm2_code"":70157,""adm2_name"":""Bagalkot""},{""adm2_code"":70162,""adm2_name"":""Davanagere""},{""adm2_code"":70163,""adm2_name"":""Gadag""},{""adm2_code"":70164,""adm2_name"":""Haveri""},{""adm2_code"":70165,""adm2_name"":""Koppal""}]",2014-05-12,2023-09-25
2009-0443-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Jainta Hills district (Meghalaya province),Torrential rain,Broken Dam/Burst bank,No,No,No,,,Km2,,,,2009,10.0,9.0,2009,10.0,9.0,20.0,,,,,,,,,,,70.4088617569341,"[{""adm2_code"":17795,""adm2_name"":""Jaintia Hills""}]",2009-10-16,2023-09-25
2009-0483-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,35730.0,Km2,11.47,77.85,,2009,11.0,3.0,2009,11.0,8.0,70.0,8.0,,,8.0,,,,,64000.0,90898.0,70.4088617569341,"[{""adm2_code"":17873,""adm2_name"":""Nilgiris""}]",2010-03-05,2023-09-25
